                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    303,                0.65214,                0.49809,                 1.0029,                 0.9211,                0.91261,                0.95841,                0.72157,                 1.0302,                0.51421,                 1.3472,             0.00031569,             0.00031569,             0.00031569
                    304,                0.68023,                0.50915,                 1.0142,                0.95968,                0.88513,                0.96185,                0.71732,                 1.0042,                0.50172,                 1.3316,             0.00031259,             0.00031259,             0.00031259
                    305,                0.66557,                0.48234,                0.99899,                0.95704,                0.87122,                0.95484,                0.71514,                 1.0149,                0.49573,                 1.3409,              0.0003095,              0.0003095,              0.0003095
                    306,                0.65366,                 0.4731,                0.99394,                0.93913,                0.95969,                0.98003,                 0.7343,                   1.01,                 0.4949,                 1.3411,             0.00030641,             0.00030641,             0.00030641
                    307,                0.66988,                0.49588,                 1.0127,                0.95782,                0.93148,                0.97373,                0.71811,                 1.0229,                0.49135,                 1.3521,             0.00030331,             0.00030331,             0.00030331
                    308,                0.66657,                0.49178,                 1.0076,                0.95042,                0.92539,                0.96709,                0.71826,                 1.0176,                0.49111,                 1.3432,             0.00030022,             0.00030022,             0.00030022
                    309,                0.65881,                 0.4865,                 1.0012,                0.93748,                0.97645,                0.98357,                0.72667,                 1.0146,                0.47188,                 1.3286,             0.00029713,             0.00029713,             0.00029713
                    310,                0.65942,                0.49538,                 1.0037,                0.93484,                0.97411,                0.98152,                0.73624,                 1.0131,                0.48227,                 1.3211,             0.00029403,             0.00029403,             0.00029403
                    311,                0.65506,                0.48699,                0.99452,                0.94106,                0.97352,                0.98358,                 0.7356,                 1.0395,                0.48393,                 1.3504,             0.00029094,             0.00029094,             0.00029094
                    312,                0.65998,                0.48638,                 1.0119,                 0.9515,                0.95264,                0.98335,                0.73917,                 1.0221,                0.48581,                 1.3369,             0.00028784,             0.00028784,             0.00028784
                    313,                0.65368,                0.48885,                0.99936,                0.94137,                0.93581,                0.97693,                0.73768,                0.99679,                0.50266,                 1.3223,             0.00028475,             0.00028475,             0.00028475
                    314,                0.65555,                0.49123,                0.99371,                0.93215,                0.96357,                0.98019,                0.73773,                 1.0059,                0.49482,                 1.3352,             0.00028166,             0.00028166,             0.00028166
                    315,                0.64494,                0.47919,                0.99251,                 0.9493,                  0.966,                0.97733,                0.73791,                 1.0142,                0.48884,                 1.3521,             0.00027856,             0.00027856,             0.00027856
                    316,                0.65828,                0.48637,                0.99624,                0.96256,                0.88054,                0.97389,                0.74171,                 1.0112,                0.48032,                 1.3431,             0.00027547,             0.00027547,             0.00027547
                    317,                0.64166,                0.46819,                0.99347,                 0.9615,                0.88053,                0.97431,                 0.7437,                0.99262,                0.49117,                 1.3191,             0.00027237,             0.00027237,             0.00027237
                    318,                0.64429,                 0.4788,                0.99309,                0.93414,                0.89068,                0.95702,                0.72802,                0.99651,                0.49303,                 1.3225,             0.00026928,             0.00026928,             0.00026928
                    319,                0.63805,                0.47687,                0.99102,                 0.9166,                0.92689,                0.95671,                0.73266,                0.98589,                0.48987,                  1.317,             0.00026619,             0.00026619,             0.00026619
                    320,                0.63146,                0.46995,                0.99128,                0.93356,                0.94202,                0.97127,                0.73934,                0.99259,                0.47587,                 1.3306,             0.00026309,             0.00026309,             0.00026309
                    321,                0.64402,                0.47674,                0.99389,                0.96486,                0.93948,                0.96846,                0.73143,                0.99433,                0.47311,                 1.3344,                0.00026,                0.00026,                0.00026
                    322,                0.63027,                0.46066,                0.98711,                0.96082,                0.93309,                0.95204,                0.72964,                0.98197,                 0.4762,                 1.3197,             0.00025691,             0.00025691,             0.00025691
                    323,                 0.6379,                0.47567,                0.98681,                0.96068,                0.93128,                0.95898,                0.72803,                0.99023,                0.49788,                 1.3283,             0.00025381,             0.00025381,             0.00025381
                    324,                0.63491,                 0.4678,                0.98851,                0.95198,                0.93442,                0.97458,                0.74353,                0.99293,                0.48724,                 1.3301,             0.00025072,             0.00025072,             0.00025072
                    325,                0.62454,                0.45402,                 0.9728,                0.94576,                  0.888,                0.96958,                0.74225,                0.97376,                0.46528,                 1.3168,             0.00024762,             0.00024762,             0.00024762
                    326,                0.65116,                0.48853,                0.99773,                0.93649,                0.89712,                0.96293,                0.72623,                0.99086,                0.47246,                 1.3327,             0.00024453,             0.00024453,             0.00024453
                    327,                0.63062,                0.47849,                0.98984,                0.93756,                0.89008,                0.95797,                0.71915,                0.99756,                0.48094,                 1.3414,             0.00024144,             0.00024144,             0.00024144
                    328,                0.63859,                0.49391,                0.98785,                0.97697,                0.86308,                0.96169,                0.72615,                0.99458,                0.48304,                 1.3353,             0.00023834,             0.00023834,             0.00023834
                    329,                0.62647,                0.46389,                0.98183,                0.96983,                0.86668,                0.96309,                0.72404,                0.98278,                0.48141,                  1.322,             0.00023525,             0.00023525,             0.00023525
                    330,                 0.6231,                0.46058,                0.98462,                0.95789,                0.87124,                0.95498,                 0.7188,                0.98398,                0.47712,                 1.3261,             0.00023216,             0.00023216,             0.00023216
                    331,                0.63551,                0.48474,                0.99577,                0.93783,                0.89881,                0.94589,                0.71874,                0.98033,                0.47543,                  1.324,             0.00022906,             0.00022906,             0.00022906
                    332,                0.62363,                0.46032,                0.98168,                 0.9556,                0.92927,                 0.9566,                 0.7284,                0.98914,                0.48924,                 1.3262,             0.00022597,             0.00022597,             0.00022597
                    333,                0.63178,                0.46597,                0.99305,                0.94736,                0.94252,                0.96715,                0.73545,                0.97865,                0.47554,                 1.3239,             0.00022288,             0.00022288,             0.00022288
                    334,                0.63918,                0.47558,                 1.0003,                 0.9381,                 0.9063,                 0.9729,                0.73597,                0.98022,                0.46564,                 1.3242,             0.00021978,             0.00021978,             0.00021978
                    335,                0.62575,                0.46342,                0.98594,                 0.9477,                0.89762,                0.97306,                0.73432,                0.98679,                0.46252,                 1.3176,             0.00021669,             0.00021669,             0.00021669
                    336,                 0.6353,                0.47034,                 1.0041,                0.91552,                0.95007,                0.97151,                0.73881,                0.98419,                0.46115,                 1.3174,             0.00021359,             0.00021359,             0.00021359
                    337,                0.61911,                0.46266,                0.97579,                0.90177,                0.94945,                0.97754,                 0.7425,                0.98169,                0.47084,                  1.313,              0.0002105,              0.0002105,              0.0002105
                    338,                0.61562,                0.45232,                0.98121,                0.90706,                0.93363,                0.97057,                0.73716,                0.98611,                0.47774,                 1.3126,             0.00020741,             0.00020741,             0.00020741
                    339,                0.59613,                0.45286,                0.96534,                0.96216,                0.88771,                0.96482,                  0.733,                0.98273,                0.47113,                 1.3139,             0.00020431,             0.00020431,             0.00020431
                    340,                0.61983,                0.45821,                0.97437,                0.96528,                0.88599,                0.96608,                0.73401,                0.97252,                0.46399,                 1.3103,             0.00020122,             0.00020122,             0.00020122
                    341,                0.61874,                0.47092,                0.97631,                0.95236,                0.88997,                0.96759,                 0.7329,                0.97656,                0.47814,                 1.3093,             0.00019813,             0.00019813,             0.00019813
                    342,                0.61681,                0.46913,                0.98158,                   0.95,                0.88811,                0.96747,                0.73892,                0.95734,                0.47058,                  1.295,             0.00019503,             0.00019503,             0.00019503
                    343,                0.59604,                0.44841,                0.96941,                0.95533,                0.88861,                0.96734,                0.74125,                 0.9483,                0.45957,                 1.2865,             0.00019194,             0.00019194,             0.00019194
                    344,                0.62003,                0.45457,                0.98373,                0.96016,                 0.8931,                0.97181,                0.73734,                0.95778,                0.46673,                 1.2894,             0.00018884,             0.00018884,             0.00018884
                    345,                0.60641,                0.45435,                0.97578,                 0.9633,                0.88993,                0.96815,                0.73732,                0.95576,                0.46421,                 1.2877,             0.00018575,             0.00018575,             0.00018575
                    346,                0.61807,                0.46434,                0.98503,                0.94922,                0.89751,                0.96017,                0.73271,                0.95448,                0.46685,                 1.2886,             0.00018266,             0.00018266,             0.00018266
                    347,                0.61926,                  0.456,                  0.983,                0.95922,                0.88329,                0.94399,                0.72171,                0.95483,                0.47167,                 1.2918,             0.00017956,             0.00017956,             0.00017956
                    348,                0.60524,                0.45107,                0.98177,                0.97114,                0.87486,                0.94389,                0.71929,                0.96393,                0.46863,                 1.2984,             0.00017647,             0.00017647,             0.00017647
                    349,                0.59764,                0.44211,                0.97385,                0.94042,                0.88954,                0.96211,                0.73413,                0.96363,                0.46644,                 1.2932,             0.00017338,             0.00017338,             0.00017338
                    350,                0.59869,                0.45077,                0.97399,                0.93723,                0.89511,                0.96015,                 0.7335,                0.96585,                0.47133,                 1.2991,             0.00017028,             0.00017028,             0.00017028
                    351,                0.60943,                0.46851,                 0.9798,                0.93952,                0.90587,                0.96137,                0.73311,                0.95486,                0.46505,                 1.2924,             0.00016719,             0.00016719,             0.00016719
                    352,                0.61461,                0.47226,                0.98273,                0.93605,                0.90182,                0.95737,                 0.7293,                0.95813,                0.46328,                 1.3001,             0.00016409,             0.00016409,             0.00016409
                    353,                0.60978,                0.45613,                 0.9804,                0.93676,                0.89393,                0.94447,                0.71878,                0.96778,                0.47082,                 1.3087,               0.000161,               0.000161,               0.000161
                    354,                0.59079,                0.45087,                0.96817,                0.94039,                 0.8911,                0.95307,                0.73149,                0.96219,                0.47034,                 1.3051,             0.00015791,             0.00015791,             0.00015791
                    355,                0.60333,                0.44253,                0.97324,                0.94396,                0.88704,                0.95709,                0.73034,                0.95538,                0.46506,                 1.2996,             0.00015481,             0.00015481,             0.00015481
                    356,                0.58352,                0.43743,                0.96963,                0.95235,                0.88197,                0.96423,                0.73907,                0.97053,                 0.4622,                 1.3044,             0.00015172,             0.00015172,             0.00015172
                    357,                0.62592,                0.47525,                0.98671,                0.96788,                0.87625,                0.95344,                0.73585,                0.97216,                  0.466,                 1.3034,             0.00014862,             0.00014862,             0.00014862
                    358,                0.60036,                0.45488,                0.97675,                0.95609,                0.88279,                0.95136,                0.73149,                0.96532,                0.46129,                 1.2962,             0.00014553,             0.00014553,             0.00014553
                    359,                0.60693,                0.45488,                0.98952,                0.95772,                0.88021,                0.96242,                0.73675,                0.96364,                0.46584,                 1.3031,             0.00014244,             0.00014244,             0.00014244
                    360,                0.61384,                0.45361,                0.97982,                0.96277,                0.87127,                0.96903,                0.74194,                0.96168,                0.46841,                 1.2974,             0.00013934,             0.00013934,             0.00013934
                    361,                0.57376,                0.43048,                0.96202,                0.96741,                0.86803,                0.97157,                0.74885,                0.96029,                0.47518,                 1.2999,             0.00013625,             0.00013625,             0.00013625
                    362,                0.60546,                0.45827,                0.97521,                0.96863,                0.86021,                0.97365,                0.75257,                0.95537,                  0.466,                 1.2954,             0.00013316,             0.00013316,             0.00013316
                    363,                0.59974,                0.43754,                0.96345,                0.97604,                 0.8574,                0.97358,                0.74164,                0.95675,                0.46063,                 1.2976,             0.00013006,             0.00013006,             0.00013006
                    364,                 0.5835,                0.44108,                0.97299,                0.94107,                0.88774,                0.97368,                0.74542,                0.95802,                0.46453,                 1.2988,             0.00012697,             0.00012697,             0.00012697
                    365,                0.57375,                0.43362,                0.96805,                0.94941,                0.88611,                0.97539,                0.75024,                0.96118,                0.46915,                  1.306,             0.00012387,             0.00012387,             0.00012387
                    366,                0.57757,                0.43108,                0.96411,                0.96723,                0.92787,                0.98209,                0.75154,                0.96385,                0.47312,                 1.3101,             0.00012078,             0.00012078,             0.00012078
                    367,                0.58182,                0.43768,                0.96282,                0.96449,                0.92136,                0.97182,                0.74363,                 0.9634,                0.46334,                 1.3056,             0.00011769,             0.00011769,             0.00011769
                    368,                 0.5749,                0.42552,                0.96041,                0.96098,                0.92027,                0.97047,                0.73754,                0.96173,                0.46627,                 1.3028,             0.00011459,             0.00011459,             0.00011459
                    369,                0.60802,                0.44922,                 0.9817,                0.95606,                 0.9273,                0.97137,                0.73938,                  0.956,                0.47021,                 1.2943,              0.0001115,              0.0001115,              0.0001115
                    370,                0.58777,                0.44634,                0.97628,                0.94559,                0.92633,                0.96666,                0.73987,                0.95688,                0.47692,                 1.2951,             0.00010841,             0.00010841,             0.00010841
                    371,                0.58442,                0.43576,                0.97296,                0.95183,                0.93145,                0.98205,                0.75444,                 0.9579,                0.46614,                  1.298,             0.00010531,             0.00010531,             0.00010531
                    372,                 0.5862,                0.43998,                0.96548,                0.95325,                0.92351,                0.98224,                0.75579,                0.94792,                0.46307,                 1.2953,             0.00010222,             0.00010222,             0.00010222
                    373,                0.57882,                0.44608,                0.96588,                0.96238,                  0.922,                0.97312,                0.75075,                0.94839,                0.46341,                 1.2975,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    374,                0.59598,                0.45994,                0.97763,                0.95744,                0.87257,                0.96112,                 0.7453,                0.94835,                0.46756,                 1.2939,             9.6031e-05,             9.6031e-05,             9.6031e-05
                    375,                 0.6044,                 0.4569,                0.97367,                0.93274,                0.89184,                0.96319,                0.74178,                0.95365,                0.46585,                 1.2997,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    376,                0.58526,                0.44483,                0.97061,                0.88945,                0.94015,                0.97064,                 0.7478,                0.95099,                0.45693,                 1.2952,             8.9844e-05,             8.9844e-05,             8.9844e-05
                    377,                0.57905,                0.44054,                0.96903,                0.88743,                0.93697,                0.97053,                0.74862,                0.95105,                0.45854,                 1.2939,              8.675e-05,              8.675e-05,              8.675e-05
                    378,                0.58142,                0.45184,                0.97486,                0.92773,                0.89793,                0.97325,                0.74754,                0.95391,                0.45851,                  1.299,             8.3656e-05,             8.3656e-05,             8.3656e-05
                    379,                0.58955,                0.46413,                0.98083,                0.92953,                0.90072,                0.97072,                0.74624,                0.95136,                 0.4605,                 1.2968,             8.0563e-05,             8.0563e-05,             8.0563e-05
                    380,                0.57519,                 0.4294,                0.95827,                0.96239,                0.86611,                0.97032,                0.74643,                0.95209,                0.46475,                 1.2998,             7.7469e-05,             7.7469e-05,             7.7469e-05
                    381,                0.56794,                0.42928,                0.95773,                0.95494,                0.92612,                0.97061,                0.74733,                0.95189,                0.46156,                 1.2944,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    382,                0.57597,                0.43026,                0.96181,                0.96377,                0.92176,                0.97097,                0.75026,                0.94907,                0.46159,                 1.2914,             7.1281e-05,             7.1281e-05,             7.1281e-05
                    383,                0.57351,                0.42725,                 0.9628,                 0.9625,                0.92422,                0.97106,                0.75093,                0.94711,                0.46146,                 1.2901,             6.8188e-05,             6.8188e-05,             6.8188e-05
                    384,                0.56606,                 0.4361,                0.96266,                0.95768,                0.92503,                0.97047,                0.75039,                0.94476,                0.46332,                 1.2901,             6.5094e-05,             6.5094e-05,             6.5094e-05
                    385,                0.57339,                0.43822,                0.96476,                0.96509,                0.93142,                0.97143,                0.75145,                0.94125,                0.46016,                 1.2895,                6.2e-05,                6.2e-05,                6.2e-05
                    386,                0.58863,                0.44239,                0.98016,                0.96002,                0.93479,                0.97249,                0.75292,                0.94139,                 0.4567,                 1.2896,             5.8906e-05,             5.8906e-05,             5.8906e-05
                    387,                0.59155,                0.44624,                0.97584,                0.96589,                0.93759,                 0.9735,                0.75292,                0.94241,                0.45316,                 1.2901,             5.5813e-05,             5.5813e-05,             5.5813e-05
                    388,                0.56019,                0.42079,                0.95918,                0.96645,                0.93262,                0.97375,                 0.7523,                0.94281,                0.45202,                 1.2872,             5.2719e-05,             5.2719e-05,             5.2719e-05
                    389,                0.55593,                0.41851,                0.95653,                0.96118,                0.93021,                0.97329,                0.75368,                0.94702,                0.45489,                  1.289,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    390,                0.56302,                0.41455,                0.95785,                0.96047,                0.92956,                0.97284,                0.75306,                0.94674,                0.45796,                 1.2884,             4.6531e-05,             4.6531e-05,             4.6531e-05
                    391,                 0.5474,                0.36538,                0.94722,                0.95382,                0.88367,                0.96172,                0.73775,                0.95501,                0.46072,                 1.2972,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    392,                0.51284,                0.33683,                 0.9267,                0.94545,                0.88546,                0.94021,                0.71546,                0.96919,                0.47402,                 1.3138,             4.0344e-05,             4.0344e-05,             4.0344e-05
                    393,                0.48707,                0.33665,                0.92832,                0.96139,                0.87343,                0.94211,                0.71534,                0.97391,                0.47554,                 1.3183,              3.725e-05,              3.725e-05,              3.725e-05
                    394,                0.49363,                 0.3308,                0.92276,                0.96355,                0.87371,                0.94127,                0.71376,                0.97416,                0.47731,                 1.3178,             3.4156e-05,             3.4156e-05,             3.4156e-05
                    395,                0.48752,                0.32199,                0.92439,                0.95683,                0.87698,                0.94105,                0.71964,                0.97274,                0.47859,                 1.3177,             3.1063e-05,             3.1063e-05,             3.1063e-05
                    396,                0.46826,                0.30526,                0.90484,                0.96677,                0.87395,                0.94197,                0.72134,                0.96875,                0.47505,                 1.3121,             2.7969e-05,             2.7969e-05,             2.7969e-05
                    397,                0.47989,                0.30966,                0.91733,                0.96437,                0.87465,                 0.9419,                0.72244,                 0.9664,                0.47385,                 1.3101,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    398,                0.47267,                0.32352,                0.92201,                0.96523,                0.87611,                 0.9424,                0.72059,                0.96505,                0.46977,                 1.3102,             2.1781e-05,             2.1781e-05,             2.1781e-05
                    399,                 0.4729,                0.31155,                0.90805,                0.96601,                0.87705,                0.94226,                0.71953,                 0.9636,                0.46994,                 1.3094,             1.8688e-05,             1.8688e-05,             1.8688e-05
                    400,                0.47873,                0.32534,                0.91707,                0.96393,                0.87721,                0.94239,                0.71989,                 0.9632,                0.47004,                   1.31,             1.5594e-05,             1.5594e-05,             1.5594e-05
